Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,1485.000000,1523.000000,1480.500000,1519.650024,1465.145264,4534592
2022-01-04,1520.000000,1532.900024,1507.800049,1528.550049,1473.726074,4428676
2022-01-05,1536.800049,1572.000000,1528.099976,1564.849976,1508.724121,7166319
2022-01-06,1543.000000,1554.750000,1530.050049,1539.750000,1484.524414,4814465
2022-01-07,1544.000000,1566.750000,1535.900024,1550.550049,1494.937012,5589692
2022-01-10,1558.000000,1572.000000,1545.500000,1559.150024,1503.228516,4428248
2022-01-11,1561.550049,1568.699951,1547.800049,1565.900024,1509.736572,4194599
2022-01-12,1568.000000,1576.650024,1552.000000,1556.650024,1500.818237,10542765
2022-01-13,1555.000000,1555.000000,1520.400024,1528.000000,1473.195801,20981948
2022-01-14,1530.000000,1548.699951,1519.000000,1545.150024,1489.730713,5604484
2022-01-17,1530.000000,1556.000000,1519.150024,1521.500000,1466.928955,11494686
2022-01-18,1533.000000,1550.900024,1523.000000,1529.250000,1474.400879,6170576
2022-01-19,1534.000000,1539.750000,1513.349976,1518.449951,1463.988281,7158813
2022-01-20,1528.449951,1528.500000,1500.099976,1509.000000,1454.877319,7598923
2022-01-21,1500.000000,1529.800049,1485.599976,1521.599976,1467.025391,5768847
2022-01-24,1509.949951,1521.250000,1467.550049,1486.650024,1433.328857,5934254
2022-01-25,1458.650024,1495.000000,1444.000000,1488.050049,1434.678711,6797124
2022-01-27,1450.000000,1485.000000,1435.000000,1474.949951,1422.048584,14308919
2022-01-28,1477.500000,1486.699951,1460.000000,1463.250000,1410.768066,12462604
2022-01-31,1472.750000,1491.550049,1466.800049,1485.699951,1432.412964,6421273
2022-02-01,1508.500000,1517.000000,1473.449951,1497.000000,1443.307617,7369742
2022-02-02,1511.949951,1535.000000,1505.599976,1531.199951,1476.281006,6984645
2022-02-03,1528.750000,1539.949951,1509.000000,1515.349976,1460.999390,5282381
2022-02-04,1528.400024,1532.849976,1514.099976,1524.000000,1469.339355,5789979
2022-02-07,1512.099976,1519.000000,1460.000000,1468.150024,1415.492554,6134021
2022-02-08,1476.400024,1478.449951,1444.550049,1461.849976,1409.418335,6990565
2022-02-09,1474.000000,1499.699951,1467.000000,1497.599976,1443.886108,5654171
2022-02-10,1514.000000,1535.500000,1501.650024,1525.099976,1470.399780,7157265
2022-02-11,1500.250000,1525.000000,1499.500000,1518.849976,1464.373901,5355552
2022-02-14,1490.000000,1499.449951,1469.300049,1473.699951,1420.843384,7328310
2022-02-15,1476.000000,1524.900024,1473.050049,1517.800049,1463.361572,6567533
2022-02-16,1534.349976,1534.750000,1507.000000,1515.750000,1461.385132,5016132
2022-02-17,1513.099976,1522.000000,1502.000000,1506.500000,1452.466919,3675604
2022-02-18,1498.300049,1517.000000,1490.449951,1512.349976,1458.107056,3898064
